RecipeID;Recipe_Name;Author;Review_Count;Prepare_Time;Cook_Time;Total_Time;Ingredients;Directions;Calories;Servings;Recipe_Photo
8055;Pork;Lorrie Sterling;34;X;X;X;white sugar,vegetable oil,egg,bake,flour,cinnamon,baking powder,baking soda,raisin,vanilla;Preheat oven to 325 degrees F (165 degrees C). Grease and flour five 16 ounce cans OR two 8 x 4 inch loaf pans.In a large bowl, mix sugar, oil, eggs, and beans until smooth.In a separate bowl combine flour, cinnamon, baking powder, and soda. Add to bean mixture, stirring just until combined. Stir in raisins and vanilla. Fill cans 2/3 full with batter, or divide batter into prepared loaf pans.Place cans or pans on a baking sheet.  Bake for 45 to 50 minutes, or until a tester inserted in the center of the cake comes out clean.  Cool completely on wire racks before removing bread from cans or pans.;234.1;20;https://images.media-allrecipes.com/userphotos/250x250/61932.jpg
14709;Don Strubles Puerto Rican Pork Roast Recipe;Donald Struble;20;X;X;X;roast,hot pepper,worcestershire sauce,olive,sausage,garlic,pepper,water;Rub the roast all over with salt and pepper, hot pepper sauce and Worcestershire sauce. Let marinate in the refrigerator for 30 minutes.Preheat oven to 350 degrees F (175 degrees C).Using a small boning knife, carefully poke holes about 1 inch deep and 1 inch apart all over the roast. While making each cut twist the knife and insert a drop of hot sauce, wedge of pepperoni, garlic sliver and one olive into each cut.Place roast in a roasting pan and pour in the water. Bake at 350 degrees F (175 degrees C) for about 30 minutes per pound or until an internal temperature of 145 degrees F (63 degrees C) is met. Remove from oven, tent with foil and let roast stand for 10 minutes before carving.;333.5;8;https://images.media-allrecipes.com/userphotos/250x250/515091.jpg
7974;Chocolate Mousse Cheesecake Recipe;JJOHN32;10;15 m;1 h;1 d 1 h 15 m;chocolate,cinnamon,chocolate,butter,cream cheese,whipping cream,vanilla,white sugar,egg,cocoa powder,water;Grease an 8-inch springform pan that will fit inside the pressure cooker. Mix the chocolate wafer crumbs and cinnamon together. Sprinkle the crumb mixture on the bottom of springform pan, pressing gently to form the crust.Melt chocolate and butter together and set aside.With a food processor or electric mixer, process cream cheese until smooth. Add chocolate mixture, and process until mixture is well-mixed and uniformly colored. Pour in the cream, vanilla extract, sugar, and eggs. Beat well. Sieve cocoa powder over batter, and pulse or mix on low speed until cocoa is thoroughly incorporated. Pour mixture over crumbs in pan. Cover cake with a piece of waxed paper. Wrap the entire pan with aluminum foil.Add water to pressure cooker. Place pan on the trivet in pressure cooker. Seal the cooker and bring it up to 15 pounds (high) pressure. Reduce the heat to maintain the pressure, and cook 45 to 50 minutes. Remove cooker from heat, and let the pressure drop on its own. Remove cheesecake from cooker, and let cool to room temperature in pan on a wire rack.Remove cheesecake from pan, and refrigerate for 8 hours before serving.;176.7;10;https://images.media-allrecipes.com/userphotos/560x315/4489404.jpg
18948;Limeade Recipe;DRAGONVENUS;47;10 m;X;10 m;lime,white sugar,water;Cut limes in half and squeeze lime juice into a 2 quart pitcher.  Add sugar and stir until dissolved.  Fill pitcher with cold water, stir and chill in refrigerator.;101.2;8;https://images.media-allrecipes.com/userphotos/560x315/5493317.jpg
26695;Appetizing Bread Recipe;Iron Chef-SuziQ;6;15 m;15 m;30 m;bread,parmesan,cheese,garlic,parsley,olive,chile pepper;Preheat oven to 300 degrees F (150 degrees C).Place the unsliced white bread loaf in a large oven safe serving dish. Cutting only about half way down the loaf, make 8 slices. Sprinkle Parmesan cheese, Romano cheese, garlic, parsley, and 1/2 the extra virgin olive oil over loaf. Spread dried red chile peppers around base of bread.Bake in the preheated oven approximately 15 minutes, or until the cheese is melted but not browned. Remove from oven and cover with remaining olive oil. Serve at once!;510.2;8;https://images.media-allrecipes.com/userphotos/560x315/5271249.jpg
20818;Carrot Bread II Recipe;April;18;15 m;1 h;1 h 15 m;flour,baking powder,baking soda,cinnamon,nutmeg,clove,salt,white sugar,vegetable oil,egg,carrot,walnut;Preheat oven to 350 degrees F (175 degrees C). Grease two 8x4 inch loaf pans.In a large bowl, sift together flour, baking powder, baking soda, cinnamon, nutmeg, cloves and salt.In a large bowl, cream together the sugar and oil. Beat in eggs.  Blend this mixture into the flour mixture, stirring just to combine. Fold in the nuts. Scoop batter into prepared baking pans.Bake in preheated oven for 50 to 55 minutes, or until a toothpick inserted into the center of the loaf comes out clean. Cool loaf in the pan for 10 minutes before removing to a wire rack to cool completely.;835.8;20;https://images.media-allrecipes.com/userphotos/250x250/209215.jpg
10494;Cake Mix Cookies III Recipe;PEGSTAMPS;36;X;X;X;chocolate,egg,vegetable oil,brown sugar,butter;Combine all ingredients in the order given.  (Do not use mixer.)  Drop by teaspoon onto an ungreased cookie sheet.Bake at 350 degrees F (175 degrees C)  for about 7 minutes.  Do not let them get brown around the edges!  Cool on the cookie sheet at least 10 minutes before trying to remove them, they will break!;52.8;24;https://images.media-allrecipes.com/userphotos/250x250/855938.jpg
14558;Barbequed Marinated Flank Steak Recipe;Martha Dibblee;366;15 m;10 m;8 h 25 m;soy sauce,honey,vinegar,ginger,garlic,vegetable oil,steak;In a blender, combine the soy sauce, honey, vinegar, ginger, garlic powder, and vegetable oil.Lay steak in a shallow glass or ceramic dish. Pierce both sides of the steak with a sharp fork. Pour marinade over steak, then turn and coat the other side. Cover, and refrigerate 8 hours, or overnight.Preheat grill for high heat.Place grate on highest level, and brush lightly with oil. Place steaks on the grill, and discard marinade. Grill steak for 10 minutes, turning once, or to desired doneness.;453.0;6;https://images.media-allrecipes.com/userphotos/250x250/16301.jpg
15785;Fresh Apple Tarts Recipe;Punkin;10;30 m;30 m;2 h 45 m;pastry,flour,white sugar,salt,butter,egg,vanilla,apple,apple,brown sugar,cinnamon,walnut,apricot;In a large bowl, mix together flour, 1 1/4 cups sugar, and salt. Cut in butter until mixture is crumbly. Mix in eggs and vanilla extract until dough forms a ball. Wrap in plastic and refrigerate for at least 1 hour but not more than 1 day.While the dough is chilling, prepare the apple filling.In a medium bowl, toss diced apples with sugar and cinnamon. Mix in walnuts.Preheat oven to 350 degrees F (175 degrees C). Lightly grease 16 3-inch tart pans. Remove tart dough from the refrigerator and let it stand at room temperature for 30 minutes before rolling out.Knead dough briefly on a lightly floured surface. Cut into 16 equal portions. Roll each portion into a 6-inch circle, and carefully fit one circle into each tart pan.Spoon an equal amount of apple mixture into each tart pan. Fold pastry over filling. Place filled tarts on a baking sheet.Bake in preheated oven until golden brown, about 30 minutes. Melt apricot jam and brush over finished tarts, if desired.;263.6;16;https://images.media-allrecipes.com/userphotos/250x250/852593.jpg
14526;Pineapple Chicken Tenders Recipe;HJR;559;30 m;10 m;1 h 10 m;apple juice,brown sugar,soy sauce,chicken,skewer;In a small saucepan over medium heat, mix pineapple juice, brown sugar, and soy sauce. Remove from heat just before the mixture comes to a boil.Place chicken tenders in a medium bowl. Cover with the pineapple marinade, and refrigerate for at least 30 minutes.Preheat grill for medium heat. Thread chicken lengthwise onto wooden skewers.Lightly oil the grill grate. Grill chicken tenders 5 minutes per side, or until juices run clear. They cook quickly, so watch them closely.;304.1;10;https://images.media-allrecipes.com/userphotos/560x315/227447.jpg
18353;All American Apple Pie Recipe;Amy;482;25 m;45 m;1 h 10 m;flour,vegetable oil,milk,white sugar,salt,apple,white sugar,flour,cinnamon,nutmeg,flour,white sugar,butter;Preheat oven to 350 degrees F (175 degrees C).To Make Crust: In a large bowl, mix together 1 1/2 cups flour, oil, milk, 1 1/2 teaspoons sugar and salt until evenly blended. Pat mixture into a 9 inch pie pan, spreading the dough evenly over the bottom and up sides. Crimp edges of the dough around the perimeter.To Make Filling: Mix together 3/4 cup sugar, 3 tablespoons flour, cinnamon, and nutmeg. Sprinkle over apples and toss to coat. Spread evenly in unbaked pie shell.To Make Topping: Using a pastry cutter, mix together 1/2 cup flour, 1/2 cup sugar and butter until evenly distributed and crumbly in texture. Sprinkle over apples.Put pie in the oven on a cookie sheet to catch the juices that may spill over. Bake 45 minutes.;185.1;8;https://images.media-allrecipes.com/userphotos/560x315/1038905.jpg
8014;Simple N Delicious Chocolate Cake Recipe;J. Miller;183;15 m;35 m;1 h 20 m;white sugar,flour,cocoa powder,baking soda,salt,butter,egg,vanilla,coffee;'Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8-inch pan (see Editor''s Note). Sift together flour, cocoa, baking soda and salt. Set aside.In a medium bowl, cream butter and sugar until light and fluffy. Add egg and vanilla and beat well. Add flour mixture, alternating with coffee. Beat until just incorporated.Bake at 350 degrees F (175 degrees C) for 35 to 45 minutes, or until a toothpick inserted into the cake comes out clean. Allow to cool before frosting.';244.5;8;https://images.media-allrecipes.com/userphotos/560x315/1036327.jpg
22834;Almond Sour Cream Dip Recipe;GWYNN;3;15 m;X;1 h 15 m;sour cream,white sugar,salt,almond,cream;In a medium bowl, mix the sour cream, sugar and salt. Fold in the almonds and whipped cream. Chill in the refrigerator 1 hour or longer before serving.;363.5;18;https://images.media-allrecipes.com/userphotos/250x250/472309.jpg
22614;The Best Garlic Bread Recipe;DOODLE BUG72;75;5 m;2 m;10 m;mayonnaise,parmesan,garlic,bread;Preheat the broiler.In a medium bowl, mix the mayonnaise, Parmesan cheese and garlic powder until thick.Slice the Italian bread in half lengthwise and spread each half with mayonnaise mixture. Place halves on a medium baking sheet.Broil 2 to 5 minutes, checking frequently, until mixture is bubbling and golden brown.;48.2;12;https://images.media-allrecipes.com/userphotos/250x250/623842.jpg
14231;Guacamole Recipe;Bob Cody;4k;10 m;X;10 m;avocado,lime juice,salt,onion,cilantro,tomato,garlic,pepper;In a medium bowl, mash together the avocados, lime juice, and salt. Mix in onion, cilantro, tomatoes, and garlic. Stir in cayenne pepper. Refrigerate 1 hour for best flavor, or serve immediately.;182.8;4;https://images.media-allrecipes.com/userphotos/560x315/4521556.jpg
8365;Harvest Loaf Cake Recipe;Marsha;33;30 m;1 h 10 m;1 h 40 m;flour,baking soda,salt,nutmeg,ginger,clove,butter,white sugar,egg,pumpkin,chocolate,walnut,sugar,nutmeg,cinnamon,cream;Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x5 inch loaf pan. In a medium bowl, mix flour, soda, salt, 3/4 teaspoon nutmeg, ginger and cloves. Set aside.In a large bowl, cream butter and sugar until light and fluffy. Beat in the eggs. Add flour mixture alternately with pumpkin. Stir in chocolate chips and 1/2 cup of the walnuts. Pour batter into loaf pan. Sprinkle remaining nuts on top.Bake at 350 degrees F (175 degrees C) for 65 to 70 minutes or until toothpick inserted into center of cake comes out clean. While still warm, drizzle with glaze. Cool for 6 hours before serving.to make the glaze:  In a medium bowl, combine confectioners sugar, nutmeg and cinnamon. Mix and add 1 to 2 teaspoons cream until drizzling consistency.;486.7;12;https://images.media-allrecipes.com/userphotos/250x250/496991.jpg
8151;Rave Reviews Coconut Cake Recipe;Glenda;90;X;X;X;cake,vanilla,water,egg,vegetable oil,coconut,walnut,butter,coconut,milk,sugar,vanilla,cream cheese;'Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 8 or 9 inch round cake pans.Blend the cake mix, pudding mix, water, eggs and oil in a large mixing bowl. Beat at medium speed for 4 minutes. Stir in 2 cups of the coconut and the chopped walnuts. Pour the batter into the prepared pans.Bake at 350 degrees F (175 degrees C) for 35 minutes. Let cakes cool in pans for 15 minutes then remove and finish cooling on rack.To Make Frosting: Melt the butter or margarine in a skillet. Add the 2 cups flaked coconut and stir constantly over low heat until golden brown. Spread coconut on absorbent paper to cool.Cream the remaining 2 tablespoons butter or margarine with the cream cheese. Add the milk and confectioners'' sugar alternately, beating well. Add the vanilla and stir in 1 3/4 cups of the toasted coconut.To Assemble Cake: Spread tops  of cooled cake layers with some of the frosting. Stack them and then frost the sides of the cake. Sprinkle Cake with the remaining toasted coconut.';340.9;12;https://images.media-allrecipes.com/userphotos/560x315/15642.jpg
8534;Bous Chicken Recipe;CCLady;191;15 m;45 m;1 h;mustard,white sugar,soy sauce,vinegar,ketchup,water,chicken;In a medium pot with a lid, blend together mustard, sugar, soy sauce, white vinegar, ketchup and water in the order listed. Bring the sauce to a boil.Add the chicken pieces, and turn down the heat.  Place the lid slightly ajar on the pot.  Simmer for approximately 45 minutes, or till the chicken is no longer pink and the juices run clear.;364.2;4;https://images.media-allrecipes.com/userphotos/560x315/12600.jpg
8201;Strawberry Shortcake Recipe;Denyse;387;30 m;20 m;50 m;strawberry,white sugar,flour,baking powder,white sugar,salt,shortening,egg,milk,cream;Slice the strawberries and toss them with 1/2 cup of white sugar. Set aside.Preheat oven to 425 degrees F (220 degrees C). Grease and flour one 8 inch round cake pan.In a medium bowl combine the flour, baking powder, 2 tablespoons white sugar and the salt. With a pastry blender cut in the shortening until the mixture resembles coarse crumbs. Make a well in the center and add the beaten egg and milk. Stir until just combined.Spread the batter into the prepared pan. Bake at 425 degrees F (220 degrees C) for 15 to 20 minutes or until golden brown. Let cool partially in pan on wire rack.Slice partially cooled cake in half, making two layers. Place half of the strawberries on one layer and top with the other layer. Top with remaining strawberries and cover with the whipped cream.;545.5;9;https://images.media-allrecipes.com/userphotos/560x315/840004.jpg
9822;Pfeffernusse Recipe;Kristi;28;X;X;X;flour,baking powder,baking soda,pepper,cinnamon,cardamom,ginger,salt,butter,brown sugar,egg,almond;Preheat oven to 350 degrees F.Combine dry ingredients and set aside.In a separate bowl, beat butter and sugar together until light. Add eggs one at a time, beating well after each addition.Stir in dry ingredients 1/2 cup at a time. Add almonds, if desired.Roll into one inch balls and arrange 1 inch apart on ungreased baking sheet. Bake 11 to 14 minutes.Cool and store in airtight containers for 3 days to mellow flavors.;386.2;96;https://images.media-allrecipes.com/userphotos/560x315/1836365.jpg
13700;Bing Cherry Congealed Salad Recipe;Niki Bice-Bey;15;X;X;X;cherry,pineapple,cherry,cream cheese,cola,pecan;In a sauce pan, combine reserved cherry juice and pineapple juice to equal 1 cup. Bring to boil, add gelatin and whisk together. Remove from heat and add cream cheese and blend together until smooth.Add cola and beat until mixture becomes fluffy. Fold in cherries, pineapple, and nuts. Pour into molded container, chill 6 to 8 hours or until firm.;96.2;9;https://images.media-allrecipes.com/userphotos/560x315/701071.jpg
23300;Veggie Puree Recipe;Krista B;2;15 m;45 m;1 h;vegetable,potato,carrot,pea,corn,turnip,cabbage,mushroom,salt,brown sugar;In a large saucepan over medium-high heat, bring vegetable broth to a boil.To the boiling broth add potatoes, carrots, peas, corn, turnip, cabbage, mushrooms and salt.  Boil for 40 minutes, or until vegetables are very well cooked.  Drain.Puree vegetables in a food processor or blender.  Sprinkle the puree with brown sugar and stir gently.  Store tightly covered in refrigerator.;66.7;8;https://images.media-allrecipes.com/userphotos/560x315/1948971.jpg
9368;Fudge Recipe;Dana;1k;X;X;X;chocolate,milk,butter,walnut;Place chocolate chips, sweetened condensed milk, and butter or margarine in large microwaveable bowl. Zap in microwave on medium until chips are melted, about 3-5 minute, stirring once or twice during cooking. Stir in nuts, if desired.Pour into well-greased 8x8-inch glass baking dish. Refrigerate until set.;508.5;16;https://images.media-allrecipes.com/userphotos/560x315/150611.jpg
20379;Pinto Bean Pie IV Recipe;M Willits;7;10 m;1 h;1 h 10 m;cornmeal,bake,egg,white sugar,butter,vanilla,bean,pecan;Preheat oven to 350 degrees F (175 degrees C.) Sprinkle 1 teaspoon of cornmeal in pie crust and set aside.Beat eggs in a large bowl. Beat in sugar, butter, vanilla and pinto beans. Pour filling into pie shell. Place pecans decoratively on top of pie.Bake in the preheated oven for 60 minutes, or until golden brown and filling is set.;278.2;8;https://images.media-allrecipes.com/userphotos/560x315/4489157.jpg
26742;Cinnamon and Raisin Spread Recipe;sal;9;15 m;X;15 m;cream cheese,cottage cheese,cinnamon,white sugar,raisin;Place fat free cream cheese, cottage cheese, cinnamon and white sugar in a food processor. Blend until smooth. Transfer to a medium bowl. Stir in raisins. Cover and chill in the refrigerator until serving.;37.0;20;https://images.media-allrecipes.com/userphotos/560x315/882047.jpg
15479;T. T.s Cookies Recipe;Sarah and Annette;73;X;X;X;flour,baking soda,salt,butter,white sugar,peanut butter,egg,vanilla,chocolate,peanut butter;Preheat oven to 350 degrees F (175 degrees C).Sift together the flour, baking soda and salt, set aside. In a medium bowl, cream together the sugar and butter. Stir in the peanut butter, egg and vanilla. Add the dry ingredients, mix well. Then fold in the chocolate chips and chopped peanut butter cups. Shape into 2 inch balls and place on unprepared cookie sheets 3 inches apart.Bake for 12 to 15 minutes in the preheated oven. Remove from baking sheets to cool on wire racks.;80.4;12;https://images.media-allrecipes.com/userphotos/560x315/2534412.jpg
24526;Sunrise Pizza Recipe;Michelle Bica;8;15 m;15 m;30 m;sausage,egg,pizza,ricotta,onion,tomato,bell pepper,bell pepper,mozzarella;Preheat oven to 375 degrees F (190 degrees C).Place sausage in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain off grease and add eggs. Cook eggs and sausage together until eggs are set.Place pizza crust on a pizza pan or baking sheet. Spread crust with ricotta cheese leaving the outer edge of the crust bare. Spread the egg and sausage mixture over the ricotta cheese. Sprinkle with onion, tomato, red pepper and green pepper. Top with mozzarella.Bake in preheated oven for 15 minutes, or until cheese and edges of crust are golden brown.;518.6;6;https://images.media-allrecipes.com/userphotos/250x250/614218.jpg
25556;Ultimate Cranberry Pudding Cake Recipe;Lisa Kreft;89;30 m;1 h;1 h 30 m;butter,white sugar,flour,baking powder,salt,milk,cranberry,butter,white sugar,cream,vanilla;Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10 inch Bundt pan. Mix together the flour, baking powder and salt. Set aside.In a large bowl, cream together the 6 tablespoons butter and 2 cups sugar until light and fluffy. Beat in the flour mixture alternately with the evaporated milk. Stir in the cranberries. Pour batter into prepared pan.Bake in the preheated oven for 50 to 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.To make the Hot Butter Sauce:  In a saucepan, combine 1 cup butter, 2 cups sugar, and cream.  Bring to a boil over medium heat, reduce heat and let simmer for 10 minutes. Remove from heat and stir in vanilla.  Serve slices of cake generously covered with hot butter sauce.;735.4;12;https://images.media-allrecipes.com/userphotos/560x315/26678.jpg
12178;Crispy Rhubarb Pie Recipe;Pam;77;X;X;X;rhubarb,flour,white sugar,pastry,butter,brown sugar,cereal,flour;Combine rhubarb, 1 tablespoon flour and white sugar.  Mix well and place in pie shell.Melt the butter or margarine and mix with 1/2 cup brown sugar, crushed corn flakes and 1/2 cup flour.  Mix in a bowl and pat down on top of pie.  Bake in oven at 350 degrees F (175 degrees C) for about 40 minutes. Turn off oven and leave the pie in the oven for another hour. Serve warm.;521.9;8;https://images.media-allrecipes.com/userphotos/560x315/14899.jpg
23229;Famous Peanut Caramel Candy Bars Recipe;SAUNDRA;3;20 m;20 m;1 h 40 m;corn syrup,butter,vanilla,peanut butter,salt,sugar,caramel,peanut,chocolate;'In a mixer, beat corn syrup, butter, vanilla, peanut butter and salt until smooth.  Beat in confectioners'' sugar a little at a time until fully incorporated and mixture forms a thick dough.  Press into a 9x9 inch pan.  Chill in refrigerator.In a medium saucepan over low heat, melt caramels.  Stir in peanuts.  Pour over chilled layer and return to refrigerator until firm, 15 to 30 minutes.In a small saucepan over low heat, melt chocolate chips.  Cut chilled mixture into bars and dip in melted chocolate with a fork.  Let cool on waxed paper at room temperature, or for 30 minutes in the refrigerator.';252.5;24;https://images.media-allrecipes.com/userphotos/560x315/5830511.jpg
12368;Peach Cobbler II Recipe;JJOHN32;71;X;X;X;peach,lemon juice,white sugar,flour,white sugar,baking powder,baking soda,butter,buttermilk,white sugar,nutmeg;Preheat oven to 400 degrees F ( 205 degrees C).Submerge peaches in boiling water for about 1 minute.  The amount of time required to make the skin easy to peel varies with the degree of ripeness: if really ripe, it may take less time.  Remove peaches with a slotted spoon, and run cold water on them.  Slip off the skin.  Cut peaches into wedges, and place in either a deep 10 inch pie plate or a 2 inch deep 2 quart baking dish.  Toss peaches with lemon juice and 1/2 cup sugar.  Cover with foil.Bake 15 minutes, or until the peaches are hot and bubblyWhisk together flour, 3 tablespoons sugar, baking powder, and baking soda.  Cut in butter with a pastry blender until mixture resembles small peas.  Pour buttermilk over top, and toss with a fork until the mixture clumps together.  Drop heaping tablespoons of dough over the peaches.  In a small cup, mix 2 teaspoons sugar and nutmeg.  Sprinkle over biscuits.Bake until biscuits are golden brown, about 30 minutes.  Set dish on wire rack to cool 10 to 15 minutes before serving.;248.8;6;https://images.media-allrecipes.com/userphotos/250x250/706324.jpg
15988;Cranberry Walnut Bread Recipe;Heather;25;40 m;1 h;1 h 40 m;butter,white sugar,egg,orange,flour,salt,baking powder,baking soda,orange juice,cranberry,walnut;Preheat oven to 350 degrees F (175 degrees C). Grease three 8x4-inch loaf pans. Line bottoms with parchment paper, if desired.Beat the butter and sugar with an electric mixer in a large bowl until light and fluffy. Add the room-temperature eggs one at a time, allowing each egg to blend into the butter mixture before adding the next. Stir in the orange zest.Sift together the flour, salt, baking powder and baking soda. Add to the egg mixture, alternating with orange juice.Coarsely chop the cranberries.Pour the flour mixture into the mixing bowl alternately with the orange juice, mixing until just incorporated. Fold in the chopped cranberries and walnuts, mixing just enough to evenly combine. Divide the batter evenly among prepared pans.Bake in the preheated oven for 30 minutes. Check for browning: cover the tops with aluminum foil to prevent them from becoming too dark. Bake until a toothpick inserted in the center of the loaves comes out clean, about 30 minutes more. Cool on wire racks.;240.7;24;https://images.media-allrecipes.com/userphotos/250x250/35040.jpg
9863;Mrs. Fields Cookie Recipe I Recipe;Rhonda;56;X;X;X;butter,white sugar,brown sugar,egg,vanilla,oat,flour,salt,baking powder,baking soda,chocolate,walnut;Preheat oven to 350 degrees F (180 degrees C).  Grease cookie sheets or line  with parchment paper.Cream butter, sugars, eggs and vanilla until very smooth and fluffy.In a separate bowl, mix together flour, salt, baking powder, and baking soda.  In a food processor, blend oatmeal until fine.  Add to flour mixture.Stir butter mixture into flour/oatmeal mixture. Blend well.Add chocolate chips and walnuts.  Stir until blended.  Roll into golf balls size and bake for 8-10 minutes.  You do not want to over bake these.;480.1;18;https://images.media-allrecipes.com/userphotos/560x315/849676.jpg
24415;Green Velvet Soup Recipe;ASTROPHE;93;10 m;1 h 20 m;1 h 30 m;onion,celery,potato,pea,bay leaf,vegetable,zucchini,broccoli,basil,black pepper,spinach,salt;In a large pot over medium heat, combine onion, celery, potatoes, split peas, bay leaves and broth.  Bring to a boil, then reduce heat, cover and simmer 1 hour.Remove the bay leaves and stir in the zucchini, broccoli, basil and black pepper.  Simmer 20 minutes, until broccoli is tender.Stir in spinach and remove from heat.  Puree in a blender or food processor using an immersion blender.  Salt to taste.;119.8;8;https://images.media-allrecipes.com/userphotos/560x315/739532.jpg
11340;Brown Sugar Chocolate Crackle Cookies Recipe;MARBALET;28;X;X;X;chocolate,brown sugar,vegetable oil,egg,vanilla,flour,baking powder,salt,walnut,sugar;'Melt the chocolate chips and combine with the brown sugar and vegetable oil. Add the eggs one at a time and beat well. Stir in the vanilla.Combine the flour, baking powder and salt. Add flour mixture to the chocolate mixture. Stir in the chopped walnuts. Chill dough for a few hours.Preheat oven to 350 degrees F (175 degrees C). Grease baking sheets.Drop teaspoonfuls of dough in confectioners'' sugar and roll to coat. Place cookies on the prepared baking sheets. Bake at 350 degrees F (175 degrees C) for 10 to 12 minutes. Let cookies cool on racks.';187.7;24;https://images.media-allrecipes.com/userphotos/250x250/71600.jpg
10546;Butterscotch Lace Cookies Recipe;Kathleen Dickerson;25;30 m;5 m;1 d 35 m;oat,butter,brown sugar,salt,molasses,flour,egg,vanilla;Place rolled oats and brown sugar in a bowl. Pour melted butter over oats and stir to combine. Let mixture stand at room temperature overnight so oats absorb butter.Preheat oven to 375 degrees F (190 degrees C). Grease a baking sheet very well, or line it with greased parchment paper.Mix salt, molasses, flour, egg, and vanilla into oat mixture. Drop level teaspoonfuls of dough 2 inches apart on prepared baking sheet. Bake only 12 cookies per pan.Bake in preheated oven until edges are brown, 5 to 7 minutes. Allow to remain on sheet a few minutes, until firm, then immediately remove with spatula to cooling rack.;190.8;36;https://images.media-allrecipes.com/userphotos/560x315/1671761.jpg
7886;Decorator Frosting II Recipe;Carol;8;X;X;X;butter,flour,water,sugar,vanilla;Cream butter until very light. Cream in flour. Add water and vanilla. Add sugar until desired consistency is reached. For frosting the cake use a thinner icing. Then add additional sugar to make the icing thicker for putting decorations on the frosted cake.;154.7;24;https://images.media-allrecipes.com/userphotos/560x315/5472393.jpg
7769;Soccer Ball Cake Recipe;Tracy;12;45 m;1 h 15 m;3 h 15 m;cake,vanilla,rice,white sugar;Heat oven to 350 degrees F (175 degrees C). Grease and flour one 2 1/2  to 3-quart ovenproof bowl. Place sugar in a bowl and stir in black food color until desired color is achieved. Set aside.Prepare cake batter according to package directions. Pour batter into the prepared bowl and bake until a skewer inserted in the center comes out clean, about 1 hour and 15 minutes. Let cake cool for 15 minutes in the bowl then invert and let cake cool completely.Once cake is completely cool, trim flat side of cake and place on a cake board. Trim edges into a ball shape. Frost with the white frosting. Next, using a toothpick, draw a pentagon in the center top of the cake. Surround the pentagon with five hexagons. Repeating to cover entire cake. Cover lines with black licorice cut into 1 1/2 inch pieces. Fill the pentagon shapes with black-colored white sugar.;178.3;8;https://images.media-allrecipes.com/userphotos/560x315/436441.jpg
11115;Italian Wedding Cookies II Recipe;Donna;55;20 m;45 m;2 h;almond,butter,white sugar,egg,almond,flour,salt,food coloring,food coloring,food coloring,raspberry,chocolate;Preheat oven to 350 degrees F (175 degrees C).Break almond paste into a large bowl, and beat in butter, sugar, eggs, and almond extract until light and fluffy. Beat in the flour and salt. Split batter into three equal portions, mixing one portion with green food coloring, one with yellow, and one with red. Spread each portion out to 1/4 inch thickness into the bottom of an ungreased 9x13 inch baking pan.Bake each layer for 12 to 15 minutes in the preheated oven, until lightly browned. Allow to cool.On a cookie sheet or cutting board, stack the cakes, spreading tops of the first two layers with raspberry jam. Spread melted chocolate over top of the third layer. Chill in the refrigerator 1 hour, or until jam and chocolate are firm. Slice into small rectangles to serve.;50.6;36;https://images.media-allrecipes.com/userphotos/560x315/753612.jpg
14106;Fluffy Potato Casserole Recipe;Colleen;89;X;X;X;potato,cream cheese,onion,egg,flour,salt,black pepper,onion;Preheat oven to 300 degrees F (150 degrees C). Grease a 1 1/2 quart casserole dish.Combine mashed potatoes, cream cheese, onion, eggs, flour, salt and black pepper in an electric mixer. Beat 2 to 3 minutes at medium speed. Pour into prepared casserole dish. Spread fried onions evenly over the top.Bake uncovered for 30 to 35 minutes.;55.3;2;https://images.media-allrecipes.com/userphotos/250x250/630234.jpg
9502;Christmas Red and Green Salad Recipe;ROSE GUNDY;19;30 m;X;8 h 30 m;corn,pea,bean,onion,celery,radish,salad dressing,milk;Combine the corn, peas, beans, onions, celery and radish.Whisk together the salad dressing and milk or cream. Pour over salad, toss and refrigerate overnight.;216.5;10;https://images.media-allrecipes.com/userphotos/250x250/53252.jpg
7274;Plum Bread Recipe;v monte;48;20 m;50 m;1 h 20 m;vegetable oil,egg,plum,white sugar,food coloring,flour,clove,cinnamon,nutmeg,salt,baking soda,nut,sugar,lemon juice;'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a bundt pan or loaf pans.In a large bowl, mix together vegetable oil, white sugar, eggs, plum baby food, and food coloring. In a separate bowl, mix together flour, cloves, cinnamon, nutmeg, salt, baking soda, and nuts.Mix wet and dry ingredients together. Transfer batter to prepared pan(s).Bake in the preheated oven for 50-60 minutes or until a tester comes out clean. (Smaller loaf pans will take less time.)Remove from oven to cool 10 minutes in pan. Remove and place on cooling rack.While the cake is cooling, combine confectioners'' sugar and lemon juice. Brush over top while cake is still hot.';384.5;16;https://images.media-allrecipes.com/userphotos/560x315/1345950.jpg
